Company Names,Job Titles,Posted On,Job Details,Images,Type Location,Locations
PT AbadiNusa Usahasemesta,Data Analyst,Active 2 days ago,"Role & Responsibilities:
Collecting data from various sources (databases, spreadsheets, online tools, etc.)
Performing statistical analysis to identify trends, patterns, and insights in the data (sales, stocks, forecasting, etc.)
Creating and maintaining reports to visualize the data in charts, graphs, and dashboards regularly
Providing tools to support strategic business decision-making as well as translate business challenges into data-driven solutions.
General Qualification
Bachelor's degree in Data Science/Statistics/Mathematics/Computer Science/ or other relevant major with courses completed in data analysis/statistics will be a value-added
Proficiency in Excel; experience with SQL, Python, or other data analysis tools is a plus.
Familiarity with data visualization tools like Tableau, Power BI, or similar.
Good statistical analysis, basic programming knowledge, and data visualization tools
Good critical thinking and accuracy, as well as attention to detail in data
Excellent communication and interpersonal skills to work collaboratively in a team environment.
Experience in creating and maintaining reports/dashboards
Job Type: Contract
Contract length: 6 months
Application Deadline: 09/30/2024",,Contract,Jakarta
Kredivo Group,Data Scientist,Active 4 days ago,"As a Data Scientist you'll be part of a team that is working on cutting edge machine learning models. You will work side by side with Analysts and Machine Learning Engineers and take full ownership of your work – from the initial idea-generation phase to the implementation of the final product. Our ideal candidate is result-focused, innovative, has a solid quantitative background and a good business understanding.
About the role:
Working in a multi-disciplined team where you'll take full ownership of turning discoveries and ideas into machine learning models.
Prototyping diverse machine learning models, from credit scoring to recommendation engine.
Researching & Development on how to improve our models, by using our vast amount and unique set of data.
Actively contribute to taking Data Science at FinAccel to the next level.
About you:
Minimum 2 years of relevant work experience.
Masters, PhD or equivalent experience in a quantitative field (i.e). Computer Science, Mathematics, Statistics, Econometrics, Engineering, Artificial Intelligence).
Capable to build robust end-to-end predictive models using the latest Machine Learning techniques and methodologies.
Proficiency in Python or R.
Exposure to RDBMS (i.e. MySQL, PostgreSQL) and No-SQL platforms (i.e. S3).
Excellent English communication skills.
Bonus points (optional) for:
Experience with alternate data to evaluate credit risk.
Experience in building end-to-end Deep Learning and/or NLP models.
Thank you for your interest in Kredivo. We're thrilled that you'd like to join our company. Unfortunately, days are short and applicants are many, so we won't have time to meet everyone. If you are among qualified candidates, you will receive a call or email from our Talent Acquisition team.",,Full-time,Jakarta
Crossover,"Artificial Intelligence Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Posted 6 days ago,"Are you a skilled full-stack developer with a passion for AI and a drive to transform K-12 education? At 2 Hour Learning, we're leading a revolution in digital learning backed by data and innovation.
At 2 Hour Learning, we don't just aim to improve education—we're redefining it. Our cutting-edge learning ecosystem, powered by advanced AI, learning science, and psychometrics, is twice as effective as traditional schooling. Students at every level, from kindergarten to high school, are achieving remarkable academic milestones, far surpassing standard expectations.
Your Role in the Revolution:
In this role, you’ll be at the forefront of our AI-powered educational transformation. With full autonomy and creative freedom, you’ll envision, develop, and deploy sophisticated full-stack applications and interactive AI tools that not only engage students but also enhance learning efficiency in unprecedented ways.
This is not a position for those who prefer to specialize in a single aspect of development. We're looking for innovative thinkers who can seamlessly integrate AI across both front-end and back-end systems, taking ownership of the entire product. Your work will directly impact thousands of students, ensuring that our tools meet their needs and set new standards for educational technology.
Who We're Looking For:
We need bold innovators who thrive on leveraging the latest in generative AI to create real-world educational impact. If you’re excited about pushing the boundaries of what’s possible in AI-driven education and are ready to bring your expertise in full-stack development and AI, this is your chance to make a difference.
For more information on 2 Hour Learning, visit our website [https://2hourlearning.com/] and the Future of Education Instagram page [https://www.instagram.com/futureof_education/]. To see a school built around 2 Hour Learning, check out Alpha [https://alpha.school/].

What you will be doing
Develop AI-Powered Web Applications: Architect and code sophisticated web applications that integrate both front-end and back-end components, with a focus on enhancing user experience through AI.
Experiment and Innovate with AI: Work with cutting-edge AI technologies, specifically large language models (LLMs) like GPT-4 or Claude, to create autonomous tools and interactive features that redefine how students learn.
Drive Technical Projects: Take ownership of the entire development process, from gathering requirements to launching and iterating on products. You’ll work closely with stakeholders to ensure that our solutions meet learner needs and push the boundaries of what’s possible.
Collaborate and Communicate: Partner with a global team of developers, designers, and educational experts. Your ability to communicate complex ideas simply and effectively will be key to your success.
Continuous Improvement: Stay ahead of the curve by continually learning and applying the latest advancements in AI and web development to our platform.

What you will NOT be doing
Narrow AI Development: You won’t be working on isolated AI features that don’t integrate with the overall product strategy. Your work will have a direct impact on thousands of students.
Surface-Level Coding: This is not a role for those who focus only on either front-end or back-end development. You will be expected to integrate both, creating comprehensive and scalable solutions.
Routine Maintenance: This role is not about maintaining legacy systems or making minor updates. You will be driving innovation and building new, cutting-edge applications.
Waiting for Detailed Specifications: You won't be handed fully fleshed-out requirements. Instead, you will take high-level ideas and translate them into fully developed products, leveraging your expertise in AI and full-stack development.
Working in Isolation: You won't be coding in a vacuum. Collaboration with other developers, product managers, and educational experts is key to ensuring that the solutions you build are impactful and user-centered.

Key Responsibilities
Develop and deliver engaging, human-centered AI applications that demonstrably accelerate learning outcomes and efficiency for thousands of K-12 students.

Candidate Requirements
At least 3 years of experience in full-stack development, with proficiency in front-end frameworks such as React, Angular, Vue.js, or Svelte, and back-end technologies like Node.js, Django, Ruby on Rails, Flask, or Spring Boot.
Hands-on experience integrating large language models (LLMs) like GPT-4, Claude, or similar into web applications.
Proven ability to independently manage and execute technical projects from start to finish, including gathering requirements, development, deployment, and iteration.
Excellent verbal and written communication skills, with the ability to collaborate effectively with stakeholders, team members, and users across a global, remote team.
A demonstrated passion for staying at the forefront of technology, particularly in AI and web development, with a commitment to continuous learning and applying new advancements to your work.",,Full-time,Bekasi
Crossover,"Senior AI Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Posted 6 days ago,"Are you a skilled full-stack developer with a passion for AI and a drive to transform K-12 education? At 2 Hour Learning, we're leading a revolution in digital learning backed by data and innovation.
At 2 Hour Learning, we don't just aim to improve education—we're redefining it. Our cutting-edge learning ecosystem, powered by advanced AI, learning science, and psychometrics, is twice as effective as traditional schooling. Students at every level, from kindergarten to high school, are achieving remarkable academic milestones, far surpassing standard expectations.
Your Role in the Revolution:
In this role, you’ll be at the forefront of our AI-powered educational transformation. With full autonomy and creative freedom, you’ll envision, develop, and deploy sophisticated full-stack applications and interactive AI tools that not only engage students but also enhance learning efficiency in unprecedented ways.
This is not a position for those who prefer to specialize in a single aspect of development. We're looking for innovative thinkers who can seamlessly integrate AI across both front-end and back-end systems, taking ownership of the entire product. Your work will directly impact thousands of students, ensuring that our tools meet their needs and set new standards for educational technology.
Who We're Looking For:
We need bold innovators who thrive on leveraging the latest in generative AI to create real-world educational impact. If you’re excited about pushing the boundaries of what’s possible in AI-driven education and are ready to bring your expertise in full-stack development and AI, this is your chance to make a difference.
For more information on 2 Hour Learning, visit our website [https://2hourlearning.com/] and the Future of Education Instagram page [https://www.instagram.com/futureof_education/]. To see a school built around 2 Hour Learning, check out Alpha [https://alpha.school/].

What you will be doing
Develop AI-Powered Web Applications: Architect and code sophisticated web applications that integrate both front-end and back-end components, with a focus on enhancing user experience through AI.
Experiment and Innovate with AI: Work with cutting-edge AI technologies, specifically large language models (LLMs) like GPT-4 or Claude, to create autonomous tools and interactive features that redefine how students learn.
Drive Technical Projects: Take ownership of the entire development process, from gathering requirements to launching and iterating on products. You’ll work closely with stakeholders to ensure that our solutions meet learner needs and push the boundaries of what’s possible.
Collaborate and Communicate: Partner with a global team of developers, designers, and educational experts. Your ability to communicate complex ideas simply and effectively will be key to your success.
Continuous Improvement: Stay ahead of the curve by continually learning and applying the latest advancements in AI and web development to our platform.

What you will NOT be doing
Narrow AI Development: You won’t be working on isolated AI features that don’t integrate with the overall product strategy. Your work will have a direct impact on thousands of students.
Surface-Level Coding: This is not a role for those who focus only on either front-end or back-end development. You will be expected to integrate both, creating comprehensive and scalable solutions.
Routine Maintenance: This role is not about maintaining legacy systems or making minor updates. You will be driving innovation and building new, cutting-edge applications.
Waiting for Detailed Specifications: You won't be handed fully fleshed-out requirements. Instead, you will take high-level ideas and translate them into fully developed products, leveraging your expertise in AI and full-stack development.
Working in Isolation: You won't be coding in a vacuum. Collaboration with other developers, product managers, and educational experts is key to ensuring that the solutions you build are impactful and user-centered.

Key Responsibilities
Develop and deliver engaging, human-centered AI applications that demonstrably accelerate learning outcomes and efficiency for thousands of K-12 students.

Candidate Requirements
At least 3 years of experience in full-stack development, with proficiency in front-end frameworks such as React, Angular, Vue.js, or Svelte, and back-end technologies like Node.js, Django, Ruby on Rails, Flask, or Spring Boot.
Hands-on experience integrating large language models (LLMs) like GPT-4, Claude, or similar into web applications.
Proven ability to independently manage and execute technical projects from start to finish, including gathering requirements, development, deployment, and iteration.
Excellent verbal and written communication skills, with the ability to collaborate effectively with stakeholders, team members, and users across a global, remote team.
A demonstrated passion for staying at the forefront of technology, particularly in AI and web development, with a commitment to continuous learning and applying new advancements to your work.",,Full-time,Bekasi
Crossover,"Full Stack Engineer, 2 Hour Learning (Remote) - $100,000/year USD",Posted 6 days ago,"Are you a skilled full-stack developer with a passion for AI and a drive to transform K-12 education? At 2 Hour Learning, we're leading a revolution in digital learning backed by data and innovation.
At 2 Hour Learning, we don't just aim to improve education—we're redefining it. Our cutting-edge learning ecosystem, powered by advanced AI, learning science, and psychometrics, is twice as effective as traditional schooling. Students at every level, from kindergarten to high school, are achieving remarkable academic milestones, far surpassing standard expectations.
Your Role in the Revolution:
In this role, you’ll be at the forefront of our AI-powered educational transformation. With full autonomy and creative freedom, you’ll envision, develop, and deploy sophisticated full-stack applications and interactive AI tools that not only engage students but also enhance learning efficiency in unprecedented ways.
This is not a position for those who prefer to specialize in a single aspect of development. We're looking for innovative thinkers who can seamlessly integrate AI across both front-end and back-end systems, taking ownership of the entire product. Your work will directly impact thousands of students, ensuring that our tools meet their needs and set new standards for educational technology.
Who We're Looking For:
We need bold innovators who thrive on leveraging the latest in generative AI to create real-world educational impact. If you’re excited about pushing the boundaries of what’s possible in AI-driven education and are ready to bring your expertise in full-stack development and AI, this is your chance to make a difference.
For more information on 2 Hour Learning, visit our website [https://2hourlearning.com/] and the Future of Education Instagram page [https://www.instagram.com/futureof_education/]. To see a school built around 2 Hour Learning, check out Alpha [https://alpha.school/].

What you will be doing
Develop AI-Powered Web Applications: Architect and code sophisticated web applications that integrate both front-end and back-end components, with a focus on enhancing user experience through AI.
Experiment and Innovate with AI: Work with cutting-edge AI technologies, specifically large language models (LLMs) like GPT-4 or Claude, to create autonomous tools and interactive features that redefine how students learn.
Drive Technical Projects: Take ownership of the entire development process, from gathering requirements to launching and iterating on products. You’ll work closely with stakeholders to ensure that our solutions meet learner needs and push the boundaries of what’s possible.
Collaborate and Communicate: Partner with a global team of developers, designers, and educational experts. Your ability to communicate complex ideas simply and effectively will be key to your success.
Continuous Improvement: Stay ahead of the curve by continually learning and applying the latest advancements in AI and web development to our platform.

What you will NOT be doing
Narrow AI Development: You won’t be working on isolated AI features that don’t integrate with the overall product strategy. Your work will have a direct impact on thousands of students.
Surface-Level Coding: This is not a role for those who focus only on either front-end or back-end development. You will be expected to integrate both, creating comprehensive and scalable solutions.
Routine Maintenance: This role is not about maintaining legacy systems or making minor updates. You will be driving innovation and building new, cutting-edge applications.
Waiting for Detailed Specifications: You won't be handed fully fleshed-out requirements. Instead, you will take high-level ideas and translate them into fully developed products, leveraging your expertise in AI and full-stack development.
Working in Isolation: You won't be coding in a vacuum. Collaboration with other developers, product managers, and educational experts is key to ensuring that the solutions you build are impactful and user-centered.

Key Responsibilities
Develop and deliver engaging, human-centered AI applications that demonstrably accelerate learning outcomes and efficiency for thousands of K-12 students.

Candidate Requirements
At least 3 years of experience in full-stack development, with proficiency in front-end frameworks such as React, Angular, Vue.js, or Svelte, and back-end technologies like Node.js, Django, Ruby on Rails, Flask, or Spring Boot.
Hands-on experience integrating large language models (LLMs) like GPT-4, Claude, or similar into web applications.
Proven ability to independently manage and execute technical projects from start to finish, including gathering requirements, development, deployment, and iteration.
Excellent verbal and written communication skills, with the ability to collaborate effectively with stakeholders, team members, and users across a global, remote team.
A demonstrated passion for staying at the forefront of technology, particularly in AI and web development, with a commitment to continuous learning and applying new advancements to your work.",,Full-time,Bandung
Crossover,"Learning Designer, 2 Hour Learning (Remote) - $200,000/year USD",Posted 6 days ago,"Are you ready to unleash the potential of AI to redefine student achievement?
At 2 Hour Learning, we're not content to merely adopt AI—we've encoded it into our DNA. We've re-engineered the learning experience from the ground up, harnessing AI and learning science breakthroughs to shatter the confines of the traditional school day. The result? Students who don't just meet the bar—they vault over it.
The proof of our approach is undeniable: students using our platform consistently achieve 4s and 5s on five or more AP exams, demonstrate more than two years' growth on yearly MAP assessments, and shatter their own expectations of what they can achieve. If you're energized by the opportunity to deliver transformative results at an unprecedented scale, 2 Hour Learning is where you belong.
You'll serve as the chief architect behind our revolutionary learning ecosystem for your dedicated school model, which spans multiple campuses. Fueled by an unwavering commitment to student success, you'll tap into the boundless potential of AI to craft hyper-personalized learning journeys that adapt to each student's unique needs, interests, and aspirations.
Your role will be a perfect blend of data-driven strategy and hands-on engagement. You'll dive deep into learning analytics, uncovering key insights to drive exponential growth. But you won't just crunch numbers from afar—you'll be on the front lines, working directly with students to understand their experiences, challenges, and triumphs. This firsthand knowledge will be invaluable as you pinpoint the specific motivational levers and pedagogical strategies to shatter achievement ceilings across all campuses.
You'll empower a dynamic team of learning engineers, data scientists, and instructional innovators to bring your vision to life. But more importantly, you'll be a champion for our students, ensuring that every decision, every innovation, and every strategy is laser-focused on improving their learning outcomes.
This is a once-in-a-generation opportunity to apply AI to education and fundamentally redefine what's possible. Armed with the predictive power of advanced learning analytics, the ability to A/B test pedagogical hypotheses at scale, and an institutional mandate to push boundaries, you'll blaze new trails daily.
Your canvas is vast, your toolkit unrivaled, and your mission critical. Because at 2 Hour Learning, we're not just using AI to boost grades—we're unlocking the full force of human potential, all without traditional classroom teachers.
If you're ready to harness the most disruptive technology of our time to transform the most essential building block of our society, this is your moment. Audacious thinking, rigorous execution, and an unyielding commitment to student outcomes required. Defenders of the status quo need not apply.
Join us on the frontlines of the AI revolution in education. Together, we won't just shape the future of learning—we'll create it.
For more information on 2 Hour Learning, visit our website [https://2hourlearning.com/] and the Future of Education Instagram page [https://www.instagram.com/futureof_education/]. To see a school built around 2 Hour Learning, check out Alpha [https://alpha.school/].

What you will be doing
Architecting and continuously enhancing an AI-driven learning ecosystem that measurably outpaces traditional education, backed by tangible gains in student achievement data
Engaging directly with students through virtual platforms to understand their learning experiences, challenges, and successes, using these insights to drive continuous improvement of the learning ecosystem
Mining learning platform data to surface actionable insights and design high-impact academic interventions leveraging AI/ML, learning science, and motivational best practices
Championing a culture of bold experimentation and evidence-based decision-making, harnessing data to unlock step-changes in students' growth trajectories
Partnering with platform engineering, data science, and design teams to translate academic insights and student feedback into seamless product enhancements

What you will NOT be doing
Repackaging traditional education in an AI wrapper. This isn't about replicating classroom instruction via screens – we're fundamentally reimagining learning from the ground up.
Analyzing data in isolation. You'll be expected to regularly engage with K-12 students, valuing their feedback as essential input from our paying customers.
Waiting for consensus to push boundaries. You'll champion a bold vision and rally others around data-driven results.
Sticking to conventional methods. You'll be free to experiment with innovative approaches to motivation, assessment, and instruction.
Fearing AI's impact on education. Here, you'll harness AI as an exciting tool to revolutionize learning, not as a threat to be mitigated.

Key Responsibilities
Drive innovation in AI-powered, teacher-less education to deliver exceptional student outcomes across multiple campuses. Blend data analytics with regular student engagement to continuously optimize our learning ecosystem, as measured by AP exam performance and MAP assessment growth.

Candidate Requirements
Master's degree or higher in Educational Science, Learning Science, Psychology, Psychometrics, Instructional Design, or a related field
Leadership experience in education or EdTech
Experience applying AI technologies in an educational or professional context
Experience designing and implementing AI systems for tasks such as content generation, data analysis, or adaptive learning
Strong understanding of learning science principles and data-driven educational approaches
Proven ability to communicate complex educational and technical concepts to diverse audiences
Experience leading cross-functional teams and managing complex projects",,Full-time,Palembang
Crossover,"Head Of Curriculum, 2 Hour Learning (Remote) - $200,000/year USD",Posted 6 days ago,"Are you ready to unleash the potential of AI to redefine student achievement?
At 2 Hour Learning, we're not content to merely adopt AI—we've encoded it into our DNA. We've re-engineered the learning experience from the ground up, harnessing AI and learning science breakthroughs to shatter the confines of the traditional school day. The result? Students who don't just meet the bar—they vault over it.
The proof of our approach is undeniable: students using our platform consistently achieve 4s and 5s on five or more AP exams, demonstrate more than two years' growth on yearly MAP assessments, and shatter their own expectations of what they can achieve. If you're energized by the opportunity to deliver transformative results at an unprecedented scale, 2 Hour Learning is where you belong.
You'll serve as the chief architect behind our revolutionary learning ecosystem for your dedicated school model, which spans multiple campuses. Fueled by an unwavering commitment to student success, you'll tap into the boundless potential of AI to craft hyper-personalized learning journeys that adapt to each student's unique needs, interests, and aspirations.
Your role will be a perfect blend of data-driven strategy and hands-on engagement. You'll dive deep into learning analytics, uncovering key insights to drive exponential growth. But you won't just crunch numbers from afar—you'll be on the front lines, working directly with students to understand their experiences, challenges, and triumphs. This firsthand knowledge will be invaluable as you pinpoint the specific motivational levers and pedagogical strategies to shatter achievement ceilings across all campuses.
You'll empower a dynamic team of learning engineers, data scientists, and instructional innovators to bring your vision to life. But more importantly, you'll be a champion for our students, ensuring that every decision, every innovation, and every strategy is laser-focused on improving their learning outcomes.
This is a once-in-a-generation opportunity to apply AI to education and fundamentally redefine what's possible. Armed with the predictive power of advanced learning analytics, the ability to A/B test pedagogical hypotheses at scale, and an institutional mandate to push boundaries, you'll blaze new trails daily.
Your canvas is vast, your toolkit unrivaled, and your mission critical. Because at 2 Hour Learning, we're not just using AI to boost grades—we're unlocking the full force of human potential, all without traditional classroom teachers.
If you're ready to harness the most disruptive technology of our time to transform the most essential building block of our society, this is your moment. Audacious thinking, rigorous execution, and an unyielding commitment to student outcomes required. Defenders of the status quo need not apply.
Join us on the frontlines of the AI revolution in education. Together, we won't just shape the future of learning—we'll create it.
For more information on 2 Hour Learning, visit our website [https://2hourlearning.com/] and the Future of Education Instagram page [https://www.instagram.com/futureof_education/]. To see a school built around 2 Hour Learning, check out Alpha [https://alpha.school/].

What you will be doing
Architecting and continuously enhancing an AI-driven learning ecosystem that measurably outpaces traditional education, backed by tangible gains in student achievement data
Engaging directly with students through virtual platforms to understand their learning experiences, challenges, and successes, using these insights to drive continuous improvement of the learning ecosystem
Mining learning platform data to surface actionable insights and design high-impact academic interventions leveraging AI/ML, learning science, and motivational best practices
Championing a culture of bold experimentation and evidence-based decision-making, harnessing data to unlock step-changes in students' growth trajectories
Partnering with platform engineering, data science, and design teams to translate academic insights and student feedback into seamless product enhancements

What you will NOT be doing
Repackaging traditional education in an AI wrapper. This isn't about replicating classroom instruction via screens – we're fundamentally reimagining learning from the ground up.
Analyzing data in isolation. You'll be expected to regularly engage with K-12 students, valuing their feedback as essential input from our paying customers.
Waiting for consensus to push boundaries. You'll champion a bold vision and rally others around data-driven results.
Sticking to conventional methods. You'll be free to experiment with innovative approaches to motivation, assessment, and instruction.
Fearing AI's impact on education. Here, you'll harness AI as an exciting tool to revolutionize learning, not as a threat to be mitigated.

Key Responsibilities
Drive innovation in AI-powered, teacher-less education to deliver exceptional student outcomes across multiple campuses. Blend data analytics with regular student engagement to continuously optimize our learning ecosystem, as measured by AP exam performance and MAP assessment growth.

Candidate Requirements
Master's degree or higher in Educational Science, Learning Science, Psychology, Psychometrics, Instructional Design, or a related field
Leadership experience in education or EdTech
Experience applying AI technologies in an educational or professional context
Experience designing and implementing AI systems for tasks such as content generation, data analysis, or adaptive learning
Strong understanding of learning science principles and data-driven educational approaches
Proven ability to communicate complex educational and technical concepts to diverse audiences
Experience leading cross-functional teams and managing complex projects",,Full-time,Palembang
Crossover,"Learning and Development Manager, 2 Hour Learning (Remote) - $200,000/year USD",Posted 6 days ago,"Are you ready to unleash the potential of AI to redefine student achievement?
At 2 Hour Learning, we're not content to merely adopt AI—we've encoded it into our DNA. We've re-engineered the learning experience from the ground up, harnessing AI and learning science breakthroughs to shatter the confines of the traditional school day. The result? Students who don't just meet the bar—they vault over it.
The proof of our approach is undeniable: students using our platform consistently achieve 4s and 5s on five or more AP exams, demonstrate more than two years' growth on yearly MAP assessments, and shatter their own expectations of what they can achieve. If you're energized by the opportunity to deliver transformative results at an unprecedented scale, 2 Hour Learning is where you belong.
You'll serve as the chief architect behind our revolutionary learning ecosystem for your dedicated school model, which spans multiple campuses. Fueled by an unwavering commitment to student success, you'll tap into the boundless potential of AI to craft hyper-personalized learning journeys that adapt to each student's unique needs, interests, and aspirations.
Your role will be a perfect blend of data-driven strategy and hands-on engagement. You'll dive deep into learning analytics, uncovering key insights to drive exponential growth. But you won't just crunch numbers from afar—you'll be on the front lines, working directly with students to understand their experiences, challenges, and triumphs. This firsthand knowledge will be invaluable as you pinpoint the specific motivational levers and pedagogical strategies to shatter achievement ceilings across all campuses.
You'll empower a dynamic team of learning engineers, data scientists, and instructional innovators to bring your vision to life. But more importantly, you'll be a champion for our students, ensuring that every decision, every innovation, and every strategy is laser-focused on improving their learning outcomes.
This is a once-in-a-generation opportunity to apply AI to education and fundamentally redefine what's possible. Armed with the predictive power of advanced learning analytics, the ability to A/B test pedagogical hypotheses at scale, and an institutional mandate to push boundaries, you'll blaze new trails daily.
Your canvas is vast, your toolkit unrivaled, and your mission critical. Because at 2 Hour Learning, we're not just using AI to boost grades—we're unlocking the full force of human potential, all without traditional classroom teachers.
If you're ready to harness the most disruptive technology of our time to transform the most essential building block of our society, this is your moment. Audacious thinking, rigorous execution, and an unyielding commitment to student outcomes required. Defenders of the status quo need not apply.
Join us on the frontlines of the AI revolution in education. Together, we won't just shape the future of learning—we'll create it.
For more information on 2 Hour Learning, visit our website [https://2hourlearning.com/] and the Future of Education Instagram page [https://www.instagram.com/futureof_education/]. To see a school built around 2 Hour Learning, check out Alpha [https://alpha.school/].

What you will be doing
Architecting and continuously enhancing an AI-driven learning ecosystem that measurably outpaces traditional education, backed by tangible gains in student achievement data
Engaging directly with students through virtual platforms to understand their learning experiences, challenges, and successes, using these insights to drive continuous improvement of the learning ecosystem
Mining learning platform data to surface actionable insights and design high-impact academic interventions leveraging AI/ML, learning science, and motivational best practices
Championing a culture of bold experimentation and evidence-based decision-making, harnessing data to unlock step-changes in students' growth trajectories
Partnering with platform engineering, data science, and design teams to translate academic insights and student feedback into seamless product enhancements

What you will NOT be doing
Repackaging traditional education in an AI wrapper. This isn't about replicating classroom instruction via screens – we're fundamentally reimagining learning from the ground up.
Analyzing data in isolation. You'll be expected to regularly engage with K-12 students, valuing their feedback as essential input from our paying customers.
Waiting for consensus to push boundaries. You'll champion a bold vision and rally others around data-driven results.
Sticking to conventional methods. You'll be free to experiment with innovative approaches to motivation, assessment, and instruction.
Fearing AI's impact on education. Here, you'll harness AI as an exciting tool to revolutionize learning, not as a threat to be mitigated.

Key Responsibilities
Drive innovation in AI-powered, teacher-less education to deliver exceptional student outcomes across multiple campuses. Blend data analytics with regular student engagement to continuously optimize our learning ecosystem, as measured by AP exam performance and MAP assessment growth.

Candidate Requirements
Master's degree or higher in Educational Science, Learning Science, Psychology, Psychometrics, Instructional Design, or a related field
Leadership experience in education or EdTech
Experience applying AI technologies in an educational or professional context
Experience designing and implementing AI systems for tasks such as content generation, data analysis, or adaptive learning
Strong understanding of learning science principles and data-driven educational approaches
Proven ability to communicate complex educational and technical concepts to diverse audiences
Experience leading cross-functional teams and managing complex projects",,Full-time,Medan
Tactical Management,"Technical Database Engineer (full-time, remote)",Active 3 days ago,"REMOTE JOB. Currently, our one of our portfolio companies is seeking support in database engineering for a 3D printing company. The focus on the development, the testing on the physical machines will be done by customer engineers.
Responsibilities:
Develop and implement a comprehensive solution for connecting on-site or customerbased equipment to a database.
Load sensor data and other machine data recorded in log files into the database for predictive maintenance, process parameter optimization, and quality assurance purposes.
Manage typical data such as machine settings, sensor values, and images within the database.
Facilitate storing and retrieving machine settings from the database for di erent units.
Implement license management, allowing machines to verify customer licenses for specific components.
Oversee the generation of log files on the machine's side, coordinating with control technology as needed.
(Additional Task) Incorporate functionalities into the the Build Processor software, including CAD part geometry import, slicing, geometry manipulation, replication and arrangement of parts on screens, generating support structures, and exporting screen layouts in Gerber format.
Requirements:
Proficiency in database development and integration.
Strong understanding of sensor data management and analysis.
Knowledge of predictive maintenance and process optimization concepts.
Familiarity with software development principles and methodologies.
Experience with CAD part geometry import and manipulation.
Ability to work collaboratively with cross-functional teams.
Attention to detail and problem-solving skills.
(Additional Task) Prior experience in software development and familiarity with CAD/CAM processes.
Qualifications:
Student or degree in Computer Science, Engineering, or a related field.
Master Degree preferred
Experience in database development and integration projects.
Familiarity with machine learning concepts is desirable.
Excellent communication and project management skills.
Ability to prioritize tasks and work e ectively in a fast-paced environment.
(Additional Task) Prior experience in CAD/CAM software development or related fields.
Strong analytical skills and the ability to understand complex technical requirements.
Creative thinking and a passion for innovation in software development.
Please provide your CV, for your application to be considered.
Job Type: Full-time
Pay: Rp1,200,000,000 - Rp2,000,000,000 per month
Education:
Master's (Required)
Experience:
Database Engineering: 1 year (Preferred)",,Full-time,Jakarta
Crossover,"Curriculum Developer, 2 Hour Learning (Remote) - $100,000/year USD",Posted 6 days ago,"Can you visualize the intricate dance of atoms or unravel the complexities of ecosystems in your mind? Imagine combining that scientific insight with cutting-edge AI to revolutionize how millions of students learn science. At 2 Hour Learning, we're not just theorizing about the future of science education—we're experimenting, iterating, and bringing it to life.
We're seeking a visionary individual to lead our mission of transforming science education through advanced data analysis, innovative AI applications, and deep subject matter expertise. Your goal? To double the speed at which students grasp scientific concepts, from basic biology to quantum physics.

What you will be doing
Decoding complex patterns in student learning data using AI, transforming these insights into groundbreaking strategies that revolutionize how science is taught and learned.
Engineering AI-powered virtual experiments and simulations, bringing abstract scientific concepts to life in ways that captivate and educate students.
Designing adaptive learning pathways that evolve in real-time, making intricate scientific theories accessible and engaging for students across all proficiency levels.
Collaborating with a diverse team of educators, scientists, and AI experts to push the boundaries of science education, directly impacting the learning journey of thousands of students.
Translating dense scientific literature into digestible, AI-enhanced content that not only educates students but ignites their passion for scientific inquiry.

What you will NOT be doing
Managing traditional science curriculums or handling administrative tasks—this role is about innovation and strategic improvement in how science is taught and learned.
Working in a silo—you'll be part of a dynamic team pushing the frontiers of AI in science education.
Focusing solely on theory—every AI model you develop will directly impact how students understand and apply scientific principles in the real world.

Key Responsibilities
Drive measurable improvements in student science learning outcomes through AI-driven analysis and implementation, as demonstrated by a 2x acceleration in concept mastery across various scientific domains (biology, chemistry, physics, etc.) and grade levels.

Candidate Requirements
Bachelor's degree or higher in a scientific field (such as Biology, Physics, Chemistry, or similar)
3+ years of experience teaching science or developing science curriculum, with demonstrable impact on learning outcomes
Basic coding abilities in any programming language
Experience designing, implementing, or using AI systems for tasks such as content generation, data analysis, or adaptive learning
Demonstrated ability to analyze complex data and derive actionable insights from it
Excellent communication skills, with the ability to explain complex scientific concepts to diverse stakeholders in a professional setting",,Full-time,Balikpapan
Samsung Electronics,AI Software Engineer,Posted 28 days ago,"Position Summary
Using Java or C/C++ or Python programming languages
Familiar with Language/Framework: ReactJS, NodeJS
Role and Responsibilities
1. [Algorithms assetization] Support implementing, evaluating and verifying algorithms for data analysis.
2. Familiar with tools: Git, Git Action, Webpack build
3. Familiar with DB/Cache Knowledge: MySQL/PostgreSQL, Redis
4. Familiar with Knowledge on AWS Tools: S3 Webhosting, AWS Cloudfront, Athena, Redshift, ElasticSearch, DynamoDB

Skills and Qualifications
Bachelor Degree in Mathematics, Computer Science, Software Engineering or related discipline, or having equivalent work experiences is required, from Reputable Universities
Strong understanding logic, algorithm and data structure concepts.
Excellent communication abilities in English and Bahasa Indonesia
Samsung has a strict policy on trade secrets. In applying to Samsung and progressing through the recruitment process, you must not disclose any trade secrets of a current or previous employer.",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/08f9772288de0157ee1f9a21f4ef38a0,Full-time,Jakarta
